star,date,cmt 
8,2019-03-09,관람객무난히 잘봤어용 다음영화가 기대됩니다  
8,2019-03-09,관람객엔드게임에서 캡틴마블의 활약 기대됩니다.  
10,2019-03-09,시간가는지 모르고 봤어요 어벤져스 마지막 편을 보기위해서 꼭 봐야할 영화라고 생각됩니다  
10,2019-03-09,관람객여성히어로 라 넘 멋있고 좋네요. 잼있게 봤어요.  
10,2019-03-09,"메타포어, 임파워링, 다양성. 상업성. 완벽 그자체.  "
10,2019-03-09,짱!!! 최고 대박 캡틴마블 꼭 나세요  
10,2019-03-09,재밋는데? 별점테러뭐냐  
10,2019-03-09,고양이 대박ㅋㅋㅋ 너무 재밋게 봄  
8,2019-03-09,마블 영화중 지루하긴했다. 하지만 나름 재미있었으니 그리고 스크린x는 생각보다 별로였다. 벽에 빔쏘는건데 항상 켜있는것도 아니고 암튼 엉성함. 그리고 페미도 병이지만 평점테러하는 것들도 똑같은것들 아니냐? 뭐다르다고 서로 욕하나? 어차피 똑같은것들끼리  
10,2019-03-09,캡틴마블 짱짱짱짱?(＾-＾)ノ  
10,2019-03-09,평정 댓보고 놀랍니다....;; 다들 싸움이..ㄷㄷ중간에 조금 지루하긴한데 고전히어로물느낌이 캡틴이랑 잘어울려서 좋았고 태어날때부터 히어로가 아니라서 히어로로 성장하는 모습을 잘 담은것 같네요. 약간 아쉬운건 액션씬이 좀 아쉬웠구요.  
10,2019-03-09,재미있구만. 왜 재미 없다고 그래.  
1,2019-03-09,1대는 죽이고 바로 2대 캡틴마블로 넘어가면 흥행한다  
1,2019-03-09,이걸 왜 돈주고봤지...  
2,2019-03-09,관람객뚜레기 주인공 뚜레기 영화 뚜레기  
2,2019-03-09,노답  두둥 여자  슈퍼맨의 등잔  
7,2019-03-09,관람객기대했는데..그냥 그저그렇네요.  
2,2019-03-09,디씨 코믹스에 그린 랜턴이 있다면 마블 코믹스에는 캡틴 마블이 있다. 마블 역대급 노잼.  
1,2019-03-09,개노잼 안보는거추천 페미걸러  
4,2019-03-09,지루하다ㅠㅠ잼없다  
1,2019-03-09,이거 안봐도 어벤져스 보는데는 지장 없을 듯  
7,2019-03-09,페미를 차치해도 딴 시리즈에 비해 노잼  
4,2019-03-09,이 영화가 뭐 페미? 이런건 잘 모르겠어요.졸려서 자가지고 영화를 못봤거든요  
2,2019-03-09,마블이어서 1점  브리라슨이어서 1점  
6,2019-03-09,영화 줄거리나 연출 등이 너무 평범하고 특색이 없다 블랙 팬서보다 더 심하다 토르 천둥의 신과 동급 수준 어벤져스 엔드게임 쿠키영상말고는 볼게 없다  
5,2019-03-09,우주의 신 토르의 능력에 맞먹는 능력을 가지게 된 인간종족 히어로의 탄생과정이 너무 허술하다. 엔드게임과의 필사적 연결을 위해 알 수 없는 허술한 장치가 너무 많은 영화. 영화를 본 후 다시금 떠오르는 캐릭터가 없는 영화. 아쉬운 영화이다.  
10,2019-03-09,관람객짱 멋있어용~~ 최고!  
7,2019-03-09,캡틴마블도 엄청났지만 존재감은 고양이도 지지 않았다  
10,2019-03-09,캡틴 마블 짱짱~~타노스 개박살각~\^ㅇ^/  
10,2019-03-09,시대는 새로운 영웅을 원한다??  
6,2019-03-08,관람객마지막에 캡틴마블이 멋졌다  
10,2019-03-08,ㅇㅅㅇ 난 재밌게 봐씀 이거 다음이 기대 됩니다  
8,2019-03-08,관람객재밌긴 합니다. 그럭저럭 볼만했어요.  
10,2019-03-08,관람객새로운 히어로의 이야기 잘봤습니다  
10,2019-03-08,관람객너무재밌어여!!! 고양이와 가죽자켓의 환상의콜라보!!  
9,2019-03-08,관람객재밌는데 아래후기 왜이래~~  
10,2019-03-08,너무 재밌었어요. 중간에 지루한 부분이 하나도 없었음. 캡틴마블 너무 멋있고 액션 시원시원하고 고양이도 너무 귀여웠고 닉퓨리의 새로운 점을 알게되어 너무 재밌었어요.  
10,2019-03-08,ㅋㅋㅋ재밌어요!! 근거 없는 평점테러는 무식해보여요~그만하세요~  
10,2019-03-08,재밌네요~^^ 얼른 인피니트워 앤드게임 나왔으면~  
1,2019-03-08,고양이보러온영화내돈!!!!최악영화  
1,2019-03-08,쿠키 영상이 제일 재미있는 영화  내 인생 최초로 리뷰를 쓰게 만드는 영화  
1,2019-03-08,진심 마블영화중 가장 노잼  
1,2019-03-08,영화관에서 꿀잠잤어요.  
1,2019-03-08,너무 재미 없어 보다가 잤다 감독아  
10,2019-03-08,진짜 개재밌음 이 시대의 띵작  
6,2019-03-08,솔직히 영화 자체는 좀 실망했는데 페미니스트라고 까기에는 딱히 페미니스트 지지하거나 여성 우월주의를 주장한다는 내용은 별로 없는 것 같은데 사람들이 페미 영화라고 엄청 까네... 요즘 남녀가 점점 서로 혐호하는 문화가 만들어지는 것 같아 안타깝다...  
6,2019-03-08,마블 영화중에서는 제일 재미없다  
10,2019-03-08,관람객내가 본 히어로물 중에 최고인듯!  
4,2019-03-08,보긴 봤는데..그닥..뭐 ..자꾸 ㅁ턱이 걸렸어요액션도 딱히 없던것같고. 처음 부분에 우주선 세대  출격할때 딴 마블영화에 비해 CG가 많이 안좋았어요  
1,2019-03-08,페미영화망해라망해라  
4,2019-03-08,스토리가 너무 산만하여 머리에 남지 않음  
7,2019-03-08,주목할만한 요소가 있지만 평범한 마블 영화  
1,2019-03-08,선발 배우가 3명이 있었음에도 결국 페미에 못이겨 원작 무시의 캐스팅 // 앞으로의 마블 영화의 기둥이 될 매우 중요한 인물의 영화에 없어도 될 페미 사상을 묻힘  
4,2019-03-08,...어..음...마블 영화 맞는거죠?  
2,2019-03-08,이걸 돈주고 보다니 유치함의 끝판왕  
3,2019-03-08,"히어로 무비의 여주가 아닌듯...표정, 액션, 행동 ...  "
1,2019-03-08,여태 영화 보고 후기 남긴적 없었는데 얼마나 개노잼이면 보지 말라고 쓰겠어...  
1,2019-03-08,페미는 거름 더군다나 고인모독까지 미친거아니냐  
1,2019-03-08,최악 돈 버리고 시간 버릴 사람은 ㄱㄱ  
2,2019-03-08,난 별로 재미 없었다. 은지원 닮은 흑인 여배우 보면서 러닝타임 겨우 버팀  
6,2019-03-08,그냥 엔드 게임 보려고 봤다.. 그냥 그정도...  
1,2019-03-08,마블이라 봤다별점 0점 없나요  
1,2019-03-08,유머도 없고 스토리도 없고 히어로도 없다  
1,2019-03-08,페미 영화 안본다!! 카악~퉤!!  
1,2019-03-08,그 삐삐치는 쿠키영상이 제일 흥미로웠음  
1,2019-03-08,야옹~~ 냐옹~~ 냐아옹 나비야~~  
10,2019-03-08,고양이가 귀엽고  잘때려뿌숴서 스트레스풀림. 말이 끝나기전에 주먹 먼저 나가는 히어로. 다시한번 고양이가 귀엽다  
1,2019-03-08,에휴 정말.. 유관순이야기가 더 볼만하다.  
10,2019-03-07,씌원하다~~~~ 보는 내내 속씨원  
2,2019-03-07,정말 마징가 Z 비디오방에서 빌려보는게 나을 듯 정말 네이버 네티즌평점을 관람객 평점으로 세탁 잘했어요^^  
6,2019-03-07,마블은 소위말해 까방권을 가지고 있는 얼마 안되는 영화사이다  어떤영화를 만들더라도 충성도 높은 팬층이 관람해 주기 때문이다 하지만 캡틴마블은 그 팬층에 흠집을 만들기 충분한 허점과 이슈를 만들었고 이로 인하여 다음 영화부터는 팬들의 눈치를봐야할처지다  
9,2019-03-07,그녀의 예의성에 대해선 화가 납니다. 하지만 그건그거고 영화는 영화입니다. 평점과 연관짓는건 조금 유치하네요. 그거하나로 다른 모든것 연관 지으며 비난하는건 스탠리를 더 욕되게 하는 짓입니다. 남 욕하기전에 자신도 한번 되돌아보십시요들 얼마나 당당한지  
10,2019-03-07,최고입니다. 가장 마블다우면서 불편한 구석이 하나도 없었던 영화  
10,2019-03-07,캡틴 마블 타노스 이길 수 있다.  
4,2019-03-07,"안타깝게도 여성히어로는 DC가 갑인것 같다. 캐릭터, 연출, 스토리, 액션, 카리스마 등등 원더우먼에 미치지 못했다  "
10,2019-03-07,캡틴마블 주인공 : 고양이  
4,2019-03-07,"고등학생이라 시간 되는 날이 모의고사 보는 날밖에 안되서, 영화보고 왔어요 나오면서 '다른 영화 볼 껄' 했네요. 마블특유의 액션과 긴장감 하나도 없고.. 스토리도 별로.... 마지막 2번째 쿠키영상은 정말...기다린게 화나더군요,  "
10,2019-03-07,개잼인데 대체 왜 이 난리들인거야  
1,2019-03-07,여초들아 너네 화력이 겨우 이것밖에 안 되냐? 힘좀 내봐 ㅋㅋㅋㅋ  
1,2019-03-07,마블광팬인데 극장가서 자다왔음.  
1,2019-03-07,ㆍ릊ㅅㄴㆍㄷㄱ신ㅂㄷㄱ  
1,2019-03-07,노잼 진부하다 마블도 이제 끝이구만  
10,2019-03-07,평이 너무 안좋아서 정말 기대 안하고 봤는데 볼 만 했어요~~ 격투신이 조금 아쉬운데 그런대로재밌었어요~  
6,2019-03-07,마블영화 보러온 이래 처음으로 ..꿀잠잤다  
2,2019-03-07,잼없네..ㅈ ㅣ루하네요  
1,2019-03-07,페미고머고 다떠나서 재미가없어요 마블꺼 맞나요? 하....평점보고볼걸 내돈 ㄷㄷ  
2,2019-03-07,이게 뭐야 돈주고 ㅠㅁ ㅠ  
1,2019-03-07,페미니즘 대표 영화라고 소개해서 봤는데 생각보다 많지 않아서 실망했어요. 대표가 이것밖에 안되나요  
2,2019-03-07,쿠키영상 밖에 기억 안난다.  
1,2019-03-07,스토리인질 때문에 보로 갑니다  
1,2019-03-07,평점 써놓은거 왜 ㅍㅁ 쓴부분 지워지냐?  
1,2019-03-07,노잼임개노잼보지마셈  
1,2019-03-07,"잘가라 마블, 그동안 즐거웠다. 멀리 안간다. 엔드 게임 이후로 마블은 이제 디 엔드.  "
4,2019-03-07,"어성한짜임새, 캐스팅실패, 막장급시나리오, 그냥저냥은 보겠는데 근래 마블씨리즈 중에 가장 질이 떨어집니다.  "
1,2019-03-07,믿거페여주존못노잼잼잼  
5,2019-03-07,"히어로 탄생 영화 또 하나 나온거라지만, 그래도 너무 루즈하다  "
1,2019-03-07,논개 발뒤꿈치도 못따라가는 것들  
6,2019-03-07,그냥 뭐 앤드게임의 전초전 그이상 그이하도아닌작품;; 캐스팅이 좀 많이 아쉽다  
1,2019-03-07,말그대로 쓰레기 영화 임.  
2,2019-03-07,최악이다  이런  ??ㆍㆍㆍ  
1,2019-03-07,사실상 그낭 외전망가임 알리타를 보셈 차라리  
2,2019-03-07,액션 너무 그지같다엉성엉성  
1,2019-03-07,백인 남성은 이 영화를 평가하지말라고? 황인 남성이니까 1점줄게  
1,2019-03-07,거른다거른다거른다거른다거른다거른다거른다  
1,2019-03-07,그냥 재미없어요...  
1,2019-03-07,말도 안되는 최악의 영화 스토리 개연성 그리고 주인공의 연기력에 토할뻔..  
1,2019-03-07,상당히 못 만든 영화다.  
9,2019-03-07,어벤져스를 있게한 히어로의 등장!!  
4,2019-03-07,"각본이 많이 엉성합니다. 기승전결 주먹빔입니다. 만병통치약이에요. 주먹=빔=승리, 차라리 왂깐다 포뤠버가 그립더군요. 각성에 대한 개연성도 부족(사람은 자빠지면 누구나 일어서려고 합니다ㅠ ). Hoxy 엔드게임에서 주먹빔에 타노스 쓰러지는거 아니죠?  "
1,2019-03-07,"반가운 얼굴, 고양이 본거 빼고는 재미없음  "
1,2019-03-07,블랙팬서처럼 걸러도되는영화...진짜노잼  
6,2019-03-07,내용이 너무 지루하고 졸림  
4,2019-03-07,기대치를 모두 버리고 봐도 글쎄 일듯 싶다다운로드로 PC로 보면 되는 수준  
4,2019-03-07,너무 기대이하여서 할 말이 없음...  
1,2019-03-07,"별 한개도 아깝다.최악의 캐스팅, 최악의 내용  "
1,2019-03-07,뭐냐이게. 이런걸 마블이 만들다니.ㅠ 핵노잼주인공 자기관리는 안하냐.블랙위도우 빨리 보고프다~~  
2,2019-03-07,알바들에 대응한다.  ㅍㅍㅍㅍ  
1,2019-03-07,너무 안타깝고 슬프네요  
6,2019-03-07,그냥 어벤져스때문에 보는건나쁘지않음. 액션씬 스토리 씨지 다별로라고보면됩니다 기대없이보세요 무조건  
2,2019-03-07,그냥 그렇습니다. 어벤져스를 보기위한 그냥 통과점일뿐 굳이 안봐도 됨.  
3,2019-03-07,"아이들 2, 와이프 데리고 오랜만에 영화보다 4명 모두 딥슬리핑.  최근 5년간 본 영화중에 제일 재미없음. 믿고보는 마블이 절대아님.  "
2,2019-03-07,캡틴줌마여....누가보냐  
1,2019-03-07,캡틴경실만 아니었어도 재미있는 영화  
1,2019-03-07,티비에서 500원주고 보기도 아깝다  
1,2019-03-07,영화보면서 졸았던적 오랜만이네요  
1,2019-03-07,으..으..정말 싫네요  
2,2019-03-07,이게 재밋다고????  
10,2019-03-07,영화 본 애들 만 좀 평 쓰게해라ㅠ 돈 없는 애들 테러 좀 못하게  
2,2019-03-07,고양이가 하드캐리했네요  
2,2019-03-07,미안하지만 마지막 쿠키영상 15초 정도가 젤 잼있는 부분이였네요ㅋ  
1,2019-03-07,별도아깝다..그들만의잔치  
7,2019-03-07,쿠키두번째 고양이나오고 끝 ㅠ.ㅠ  
10,2019-03-07,엔드게임가즈아~~#!!!  
1,2019-03-06,솔직히 페미를 떠나서 서사구조가 구리나 특수효과와 쉴드요웡들 본게 반가워서 평타 7은 된다고 보나 평점이 너무 높아서 1만줍니다. 8넘는건 아닌듯  
9,2019-03-06,초반은 조금 지루했지만 점점 재미있어지면서 ‘역시’라는 말이 나오던데  
8,2019-03-06,남자친구랑 즐겁게 봤어요!  
9,2019-03-06,기대를안해서 그런가 생각보다 괜찮았어용 매끄럽공  
10,2019-03-06,캡틴마블 지금이라도 봐서 다행이다 말할 필요 없이 최고임ㅠㅠㅠ  
10,2019-03-06,오늘 오후 3시 반 아이맥스로 보고 왔음. 8점 주고 싶은데 평점 테러 당하는 모습이 안타까워서 10점준다.. 브리라슨을 떠나서 영화 그자체로만 봤을땐 내용전개도 영상미도 액션도 그럭저럭 괜찮았다. 페미요소도 없었고.  
2,2019-03-06,고인모독하고 인트로는 고인애도라니.. 이무슨 아이러니  
2,2019-03-06,아쉬움이 더 큰 영화 ㅠ ㅠ  
6,2019-03-06,마블 영화는 제작 순서 가 있습니다 마블 이라는 나무에 여러가지 줄기들 (그니까 캡틴아메리카 헐크 토르 아이언맨 등 )이 뻗어가는 식으로 제작하는대 이번 영화는 전작 들에 비해 실망감이 엄청 크네요 전작들을 생각하고 보신다면 실망감만 생길 겁니다  
8,2019-03-06,"영화 개봉하기 전에 말이 많아서 걱정이 됐지만 대사등에서 느껴지는 페미니즘,PC 색깔은 생각보다 옅었음. CG는 역시 마블답게 볼만함. 설명을 좀 많이 해 중간에 늘어질 수도 있으나 구스와 쿠키 영상이 그를 해소시켜줌. 평타는 친 마블 영화인듯  "
4,2019-03-06,오늘 조조로 보고 남기는 글입니다. 마블에 대한 기대가 넘 컸는지 실망감이 크네요. 중간에 졸 정도로 지루했고 여주인공은 미스캐스팅ㅠㅠ 어벤져스 엔드게임을 위한 밑밥.. 그 이상도 그 이하도 아닌 작품. 조조로 저렴하게 보고온게 그나마 위안이 되네요ㅋ  
1,2019-03-06,...ㄹㅇ 할말없다ㅏㅏㅏ...  
5,2019-03-06,그냥 저냥 조금 지루 코믹이 그나마 살렸다.  
1,2019-03-06,이런 영화는 보면안됨3류영화 보다못함  믿지못하면보러가삼  
