star,date,cmt 
3,2019-03-07,오프닝 스탠 리 추모 애잔. 졸음 참느라 고생. 우주용 삐삐 주인 인피니티에 나온다. 끝. 시리즈 중 최악.  그냥 인피니티 바로 봐도 무관.  
1,2019-03-07,이 영화를 충훈이가 싫어합니다.  
5,2019-03-07,개봉전 얼마나 기다렸는데.ㅠㅠ 어제 밤에 더는 못기다릴듯하여 부리나케 가서 보고 왔습니다.아....초반부터 중반까지 좀 지루합니다.내용 기억나는건 브리라슨이 기억을 찾을듯 말듯하다 찾는다는거 이거밖에 기억이 안남.ㅋ마블영화중 꼴찌.  
7,2019-03-07,마블스럽지 않은 마블 영화 솔직히 지금까지 나온 수 많은 마블 영화 중 정말 실망스러운 작품이다 주인공도 스토리도 유머도 모든게 어색하기만 하다 (초반 인트로와 마지막 쿠키 영상만 인상적)  
1,2019-03-07,개노잼이네요 ㅠ 시간낭비함  
1,2019-03-07,마불은 이제 식상합니다  
1,2019-03-07,제발 망하길 바랍니다~  
1,2019-03-07,근대 영화속 남녀차별을 노력으로 극복하던대 똑같은 훈련받고 저런거 보면 코리아 페미는 무슨생각안드니? 너낸 움직이지도않자너  
3,2019-03-07,마블영화중 제일... 좀노잼... 보다가 초반에 좀 잤음 ㅠㅠㄹㅇ 폐미이런거 떠나서 좀 노잼이였고 액션신도 그냥저냥... 스파이더맨홈커밍과 더불어 좀 노잼..  
4,2019-03-07,관람객그저 그냥 그럽니다.다다다다 와다다다다.  
5,2019-03-07,"재미있다-정상, 재미없다-정상, 그냥그렇다-정상, 에휴 한남들ㅉㅉ-비정상, 에휴 페미들ㅉㅉ-비정상  "
10,2019-03-07,재밌어!!! 평점 테러 무엇...  
10,2019-03-07,영화자체로는 재밌음 첫번째 쿠키 봐야됨 두번째는 굳이안봐도됨  
5,2019-03-07,관람객열자 채웁니다....  
2,2019-03-07,배우의 연기력도 그렇고 체형도 그렇고 TV용 드라마를 찍어놓은 느낌.. 액션 블록버스터 주연배우감은 확실히 아님..  
2,2019-03-07,마블 영화보다가 존거 처음  
1,2019-03-07,"0점없나, 스토리좀 신경쓰자 재미없다  "
4,2019-03-07,쿠키영상 기사에서 중요하다고 하는데 8천원 내고 쿠키 볼 정도로 중요하진 않습니다 건너 뛰셔도 됩니다  
6,2019-03-07,너무 기대를 하고봐서 그런가...실망임  
4,2019-03-07,1시간 40분을 지루하게 보고있으면 갑자기 슈퍼똥파워를 얻어서 나머지 20여분간 쓸어버리고 끝 2d로도 아까울 영화 어벤져스 엔드게임만 아니면 걸럿을 망작 3.5점정도가 적당하지만 없어서 4점 페미든 인성이든 다빼고 영화평점만 객관적으로 3.5  
1,2019-03-07,노우 브리라슨아웃 OO  
1,2019-03-07,긴장감 1도 없는 그래픽만 좋은 우뢰매. 얍하고 다풀고 걍 득도후 날아다니고 우주선 관통 후 승리 끝. ㅅㅂ 어휴  
6,2019-03-07,관람객그냥쫌..별로..예여...  
2,2019-03-07,산전수전을 다 겪었던 애꾸는 스파이는 이제 더이상 멋있지도 않고 무게감도 한없이 가볍다. 그저 고양이한테 눈깔 잃은 모자란 허언증 OO만 남았을뿐 심지어 웃기지도 않았음 그럼에도 주인공인 캡틴마블보다 닉퓨리가 더 빛났던 이상한 영화  
2,2019-03-07,영화보는 내내 졸았습니다  
1,2019-03-07,보지마세요 ㄹㅇ 핵노잼 시간날리고싶으면 보세요  
3,2019-03-07,결론부터 말하자면 닉퓨리 아니였으면 안봤다입니다 시대착오적이고 큰 열등감을가진 여성의 망상같은 영화네요 중간중간 뭔가 웃기려고 노력하는데 남성별차별적인 느낌이 드는건왜일까요?? 1점은 퓨리 1점은 콜슨 1점은 구스에게 주겠습  
1,2019-03-07,방금 보고왔는데.. 진짜 사회적문제 놔두고 봐도 재미없는건 팩트... 어벤져스 후속작을 이어가려고 발악하는 느낌?  
1,2019-03-06,저 마블 영화 좋아하는사람입니다. 정말 저는 지루했고 쿠키영상 하나때문에 이 영화 본거같습니당  
1,2019-03-06,고인모독은 좀 아니지 않나?  
10,2019-03-06,배우 캐스팅만 잘했으면 욕먹을일 없었을텐데...마블 팬으로써 안타깝네요. 저는 개인적으로 영화 재밌게봤어요.  
8,2019-03-06,"스토리가 살짝 지루하고, 캡틴마블이 워낙 강해서 다 손쉽게 처리하므로 긴장감이 없어서 통쾌하고 재밌었지만 역시 졸렸다. 고양이 귀엽다. 어벤져스4 보려면 꼭 보는게 좋겠다.  "
9,2019-03-06,평이 너무 안좋아서 기대 1도안하고 봤는데 재밌었음. 가볍게 보기 좋았다. 마블로고가 뜨는 오프닝은 역대급이다 ㅠㅠ  
10,2019-03-06,또다른 시각의 마블영화 재미있게 봤습니다  
1,2019-03-06,0점은 줄수 없나요? 1점도 아까운데..  
10,2019-03-06,서사완벽 최고였다ㅠ 이런 영화들이 더 많이 만들어지면 좋겠다 존멋 본새오짐 ㅠ  
10,2019-03-06,마블 역대급 작품...최고  
1,2019-03-06,고양이 편집본이나 고양이 솔로무비 원해요. 고양이가 다 함.  
6,2019-03-06,그냥 모든걸 떠나 영화로만 판단하면 딱 6점  
8,2019-03-06,너무 기대하고봐서그런지 아쉽고 지루하긴 했습니다하지만 영화 자체에서 마블만의 느낌은 확실히알수있었습니다 계속해서보면서 몇프로 부족한 느낌?그래도 마블팬으로서 볼만했습니다  
10,2019-03-06,명불허전 마블이네요... 고마워요 스탠리  
10,2019-03-06,지금보고나옴..8점이적당한듯  
8,2019-03-06,10점 만점은 아님 근데 재밌던데;; 그다지 페미라고 생각들지않던데 불편하지 않았음 쿠키는 소름  
10,2019-03-06,난 재밌었는데 여주가 완전 찍혔구나ㅋ 갤가돗이 했어도 겁나잘어울렸을등  
10,2019-03-06,스포 전혀 안보고 봤는데 캡마랑 닉퓨리가 의외로 잘어울려서 놀람 ㅋㅋ  
10,2019-03-06,캡틴마블 멋있고 재밌었어요.  
6,2019-03-06,평론가 평점이 매우 궁금한 1인  
10,2019-03-06,정말 스토리 탄탄하고 유치하지도 않고 재밌었어요시간가는줄모르고 봤습니다  
10,2019-03-06,최고의 영화. 인생 영화 됐습니다. 말이 필요없어요.  
4,2019-03-06,2시간 시간 가는지 잘~ 알겠구요...  
3,2019-03-06,보고왔는데 스토리는 블팬수준 쿹키영상은 볼만함볼거리없는마블영화    원더우먼 하위버젼캡틴마블이라는 이름 안달고 나왔으면 그저그런 액션영화에서 액션을줄인 수준  
1,2019-03-06,이 영화를 배리나가 좋아합니다.  
1,2019-03-06,그야말로 개 노잼 액션씬도 많지도 않고어벤져스랑 스토리가 연결되잇지 않으니깐 그냥 보지말껄  
1,2019-03-06,재미 드럽게없더라...  
1,2019-03-06,페미마블 안녕 오시엔에서봐  
1,2019-03-06,캐스팅 미스가 신의 한 수.  
1,2019-03-06,어휴 이건 뭐 그저 말이 안나온다  
2,2019-03-06,못생긴여주땜에 안본다  
1,2019-03-06,캠버젼으로 만나요 열자  
1,2019-03-06,이거 보는 남자 진짜 니 덕에 페미년들한테 '여윽시 한남들 줏대없다' 소리듣는거다.  
1,2019-03-06,캡틴페미 스탠리 고인능욕눈코입 몰리고 사각면상 존못얼굴졸라큼 몸매얼굴 줌마스타일  
1,2019-03-06,하 진짜... 마블 큰실수 한거야  
6,2019-03-06,페미고 자시고난 팩트만 따짐영화가 재밌다재미없다  
1,2019-03-06,평점 역대급 가나요..  
4,2019-03-06,주드로 탈모 오또케ㅠㅠ  
1,2019-03-06,카아아아아악아악퉤퉤  
1,2019-03-06,높은 평점 믿는 흑우 없제? 누가 추천 빵빵 찍어줄 지는 안 봐도 비디오 ^3^  
1,2019-03-06,영웅이야? 빌런이야?  
1,2019-03-06,여주인공 페미년이 영화 하나 말아먹는구나 ㅋㅋ 페미랑 PC충은 무조건 걸러야함  
1,2019-03-06,히어로물에서만 따져놓고 보면 음...  
1,2019-03-06,그냥 저냥한 수준이랍니다. 마블 타이틀이 아니라면 볼 이유가 없는 b급 영화수준이라네요. 다행히 안봐도 앤드게임에 지장이 없다니 이번엔  그냥 넘기렵니다.  
1,2019-06-06,연출.스토리.연기 다 최악이었다...독창성이라곤 1도 찾아볼수 없었고 이도저도 아닌 급하게 만든 캐릭이라는게 티가 낫다..마블영화도 아닌것 같았고 당연히 마블영화중최하1위다....이름에 먹칠을 했다는 말은 여기에 쓰는거다  
1,2019-05-06,믿고거르길잘한듯..어벤져스4보는데 지장없습니다  
1,2019-03-23,졸작중에 최고의 졸작이다  
1,2019-03-21,편견을 갖지 말라는 메세지를 전달하려는 편견 가득한 영화  
4,2019-03-21,"페미고 뭐고 그냥 재미 없음. 광선 쏘는 능력 밖에 보여준게 없는데, 엔드게임에서 진정한 능력을 보여주려고 일부러 안 보여준건가??  "
9,2019-03-20,"관람객진짜 여성 히어로물 짱이야 최고야여성이 메인캐릭터라고 난리치는 핸냄덜은걍 영화 보지마세여 ^^ 괜히 평점 흐리지말고 ~영화 중간중간에 주옥같은 명대사들 가끔씩 나와서넘 좋구여 ^^ 단, 1점을 깎은이유는 히어로물 특유의 오글거림...때문에 ㅎ  "
10,2019-03-19,여자로서 약간 뭉클하고 재밌게 봄.나중에 주드로 대결은 꿀잼 킬링 포인트  
8,2019-03-19,관람객막엄청재밌다이건아니지만역시마블은마블이고그냥저냥재밌게봄댓글들처럼엄청까댈정도는아닌것같은데나늖ㅎ  
2,2019-03-18,가까운 훗날 이번 캡틴마블은 정말 부끄러운 캐릭터가 될 것 같다..순간의 흥행이 전부란게 아닌거란걸 마블 스튜디오가 느껴야 할 텐데..  
1,2019-03-17,"못생긴배역 떄문에 몰입도 잘 되지 않고, 너무 pc와 페미니즘에 신경쓰는듯한 느낌이 들어 거북했다. 워낙 충성도 높은 팬층이 많은 마블이지만, 훗날 마블의 오판중의 하나로 남을수 있을듯.  "
1,2019-03-15,성별 비하  왜 하냐?  페미 수준  ㄷㄷ하네  
4,2019-03-15,돈 아까워요. ㅜㅜ시간때우기용~  
1,2019-03-15,별한개도 아깝다.마블중 최악..초딩용이네..ㅠ차라리 비긴즈라서 그래라고 말해줘.  
1,2019-03-15,쓰레기..시간낭비다 ㅠㅠ  
1,2019-03-14,"하..마치 엔드게임후에 마블이 얼마나 재미없어질지,스토리없고 그냥 마지막에 뻥터트리는 그딴오락무비 그자체를 보여주는 영화.. 안타깝다  "
2,2019-03-14,"마블 시네마틱 유니버스 다 봤고, 이번에도 봤는데... 재미가 없습니다. 뛰는 모습은 엉거주춤에 몰입도 안되고, 보다가 나가시는 분도 있었습니다. 문제라면 배우가 페미인게 문제일 줄 알았으나, 아닙니다 감독이 문제입니다. 영화자체가 별로에요.  "
6,2019-03-14,관람객생각보다 별로에요ㅜ너무 기대했나봐요  
1,2019-03-13,개소름...방금 오랜만에 평점 남기고 내가 쓴글들 몇개 없는데 확인해보니 내가 본적도 없는 영화에 10점 주고 올해 최고의 영화라고 평점 남겨놨네? 이거 알바가 있다는 증거인데 아이디 해킹까지 해서 알바를 하나? 이런건 어디다 신고하지?  
4,2019-03-13,후~~~~ 얼마나 극장가 가뭄이면 이런 영화로 도배를 해놨냐. 세번 졸았습니다. 못볼 정도는 아닙니다.  
1,2019-03-13,도대체 뭐가 재미 있다는거냐 ....  
6,2019-03-12,관람객가디언스 오브 갤럭시에서 크리 종족에 대해 설명되었는데 반전 위주 스토리로 만들려는 의도가 어이없었음. 차라리  시간순으로 성장기를 그리는게 더 효율적이었을 듯  
2,2019-03-12,마블 최대의 실수 능력없는 감독 답답한 스토리  
4,2019-03-12,마블영화중에 평작 약간 못미친느낌  
2,2019-03-12,페미고뭐고 그냥 재미없었음...ㅠ  
8,2019-03-12,"브리라슨이 SNS에 똥싸놓은건 논외로 치고, 영화자체는 평작이나 해당 배우의 강점인 감정연기를 감독이 안시킨건지 뭔지 몰라도 늘 똥씹은표정으로 나오는게 흠.  "
1,2019-03-12,"진짜 별로입니다. 연령,나이별 평가보세요. 그분들 몰려와서 평점올려치기한거 맞고요. 한국에서 극장개봉도 못하는 B급 SF영화급이네요.  "
1,2019-03-12,"그저 재미없었습니다.. 과거를 잊었다는데 어떤 인생을 살아온 사람인지, 조종사는 대체 왜한건지, 마벨과는 어떤관계인건지, 정확하게 능력이 뭔지? 캡틴마블이 무슨 캐릭터인지 알 수 없는 영화였습니다. 자신의 정의와 행동지침이 뭔지도 모르겠고  "
10,2019-03-11,관람객자격지심 있는 것들이 여성 영웅에 박탈감 갖는 꼴 봐라. 항상 남성들은 여성에게 니 힘을 증명해보이라 말하지. 우리는 그저 손 내밀며 연대하고 싶은 마음 뿐인데.  
4,2019-03-11,전 좀..지루하고 살짝 유치하던데..취향의 차이겠죠..  
1,2019-03-11,배우 논란을 떠나서 지루함. 고양이가 캐리함  
6,2019-03-11,여자주인공이 뭔가 끌리는게없오용..그리고..중간에 좀 지루해요  
5,2019-03-11,"페미논란은 모르겠고,,,여주 매력이 떨어지는건 팩트  "
10,2019-03-11,갓 캡틴마블 다 부숴~~~~  
8,2019-03-11,관람객재미있습니다 첫편은 호불호가 갈리는거 같네요  
10,2019-03-10,관람객진짜 재밌게 봤습니다.  
10,2019-03-10,관람객그동안의 히어로들 아무리봐도 와닿지도 않았고 항상 주인공은 그들의 자리라는게 암묵적인 룰같았는데 그걸 깨준 영화였네요. 눈감으면 제가 히어로가 되는 상상이 마음껏되는게 정말 가슴이 벅차오르네요. 이런 영화가 더 많이 만들어졌으면 좋겠습니다.  
10,2019-03-10,관람객캐롤들이 넘어졌다가 일어서는 장면은 여태껏 봐온 마블 영화 중 베스트 장면이라고 생각함  
1,2019-03-10,쿠키영상 너무 뒤에 있다 애미야 집에가자  
10,2019-03-10,관람객반전에반전을거듭하며눈을땔수없는액션에중간중간코믹함까지너무너무대밌게장봤습니다  
10,2019-03-10,1점주는 평점은...아이디가 자기건지 남의건진  모르겠지만..알바티 너무 내는거 아니여?하마터면 댁들 의도적인 악성 평점에 놀아나 못볼뻔 했어..  안봤으면 평점 달지마러..  
10,2019-03-10,관람객역대급으로 재미있었음 ㅎ  
10,2019-03-10,남성 평점이 하도 개박살나있길래 영화관에 남자가 없을줄알았다 웬걸.. 남자가 더많았다페미 묻었다고 안본다는 남자들 이영화 보면 그다지 문제될게 없네? 할거다 페미니즘은 여자도 할수있다는 메세지인거지 남자보다 우월하다가 절대 아니다  
1,2019-03-10,쓰레기 페미영화 개노잼  
1,2019-03-10,고인모독고인모독고인모독 잊지말자. 지금의 마블을 있게 해준 스탠리의 죽음을 비웃은 여자주인공이다.  
1,2019-03-10,ㅈ노잼ㅈ노잼ㅈ노잼!  
1,2019-03-10,여주가 82kg는 되야 좀더 화력 집중되고 페미코인 탑승 제대로 했을텐데. 말야.  
10,2019-03-09,여주 매력있고 이쁘기만한데 무슨 이경실드립ㅋㅋㅋㅋ재밌기만하구만 90년대 미국감성도 느낄수있어 좋았고 기대만큼 재밌었음  
10,2019-03-09,"감동적이다. 캡틴급 강한 여성 히어로라니 신선하고 , 이제 영화계에서도 남녀평등이 조금씩 이루어지는것 같아 기분좋다. 스토리 완전 괜찮고 러닝시간 내내 진짜 재밌게만 봤구만 여기에 별점테러하는 인간들은 뭐지? 성차별주의자?ㅋ  "
10,2019-03-09,관람객너무 재밌고 2시간이 2분 처럼 느껴지도록 재밌어요ㅠㅠ울컥한 장면이 몇개였던지...너무 감동적이고 멋있었어요 캡틴 마블한테 타노스는 껌일듯 여성 히어로 최고다!!  
10,2019-03-09,관람객잼나요 아들과 같이봤어요  
9,2019-03-09,전 개인적으로 너무 재밌게 잘본것같은데 댓글들이 왜이러는지 ㅠ 초반엔 살짝 지루한부분은 있었지만 넘 재밌었음!  
10,2019-03-09,음..페미니즘이고 나발이고 모르겠고....일딴 개잼이고 믿고보는 마블이다..역시  
10,2019-03-09,관람객믿고보는마블 즐거웟다ㅋㅋ  
1,2019-03-09,금방 보고왔네요....솔직히 정말 지루합니다....극장개봉하면 볼려고  무척 기대했는데...너무 실망 입니다.. 약간의 허탈함...이게 무슨 캡틴마블인지...거시기 하네요  
4,2019-03-09,관람객노잼....보다가 자다가 깨고 그럼...  
1,2019-03-09,기대 이하였어 너무 지루해 ㅠ ㅠ  
2,2019-03-09,Cg는 왜 그모양이며 연출은 너무 오글거려서 여자친구랑 둘이 다보고 헛웃음만 나왔습니다...  
1,2019-03-09,마블영화중 제일 별로였어요  
2,2019-03-09,최악의 마블 영화.디씨에 역전을 제공하는 계기가 될듯  
6,2019-03-09,DC 같아.. 실망. 엔드게임을 위한 숙제같은 관람.  
5,2019-03-09,음...솔직하게 씁니다. 페미 논란이 있었지만 다음달 어벤져스가 너무 기대되서 봤습니다 이거 안 보셔도 어벤져스 보시는데 전혀 지장 없겠네요 뭐랄까 임팩트가 없어요ㅠㅠㅠ재미 감동 교훈 없어요 그냥 캡마블 과거에 막 다 때려부수는 히어로 영화예요ㅠㅠㅠ  
1,2019-03-09,"주인공이 너무 강한 케릭터, 역경에 처해 있다가 몰락하고 극복하는 과정이 없이 그냥 강한 케릭터로만 묘사. 그 외에 기본토대설정을 위해 짜집기해 넣은 내용들이 부자연스러움. 페미니즘이나 배우 문제보다 영화 자체가 재미가없음.  "
1,2019-03-09,이게 8점이네 ㅋㅋ ㅎㅎ ㅋㅋ  
1,2019-03-09,마블영화중 단연 뒤에서 1등..  
10,2019-03-09,캡틴 마블 한방이면 타노스는 끝이다  
1,2019-03-09,꼴페미 배우지만 마블팬이기에 스토리에 집중하면서 보려고 노력했습니다. 내용자체도 피해의식 쩔어있고 영화에서 재미를 주는건 퓨리랑 고양이 뿐. 솔직히 주인공 한게 아무것도없음 돈 개아깝네요.  
1,2019-03-09,진짜 안어울림 최악의 케스팅  
1,2019-03-09,미 스캐스팅 이네요 마블 정신차렷으면  
1,2019-03-09,모든 복선의 파괴자... 차라리 안보고 어벤져스를 기다릴 것을...  
1,2019-03-09,캐스팅 잦같네안어울린다  
1,2019-03-09,역대급 쓰레기 페미 영화  
3,2019-03-09,액션이 지루함. 달리는게 저스티스 리그의 플래시 느낌.  
1,2019-03-09,"아 진짜 마블영화중 제일 재미없었었다, 기가를 찾아봐도 다 칭찬일색의 기사 정말 객관적으로 쓴글은 하나도 없더라, 토르, 어벤저스, 스파이더맨 등 최소 각 10번씩 본 나로서는ㅠㅠ 정말 최악의 영화였다 심지어 초반에 졸았음 ㅜㅜ  "
5,2019-03-09,"초중반 이후로 사정없이 늘어지는 만듦새, 짜임새. 덤으로 초능력 발동시 도저히 몰입안되는 우리의 네모라슨군.. 간만에 스크린 복귀한 아네트베닝의 아름다움이 한층 격조 높아보이기까지-  "
4,2019-03-09,노잼입니다. 너무 지루하고 개연성 없고 절대 6점 이상 아닌데 알바들이 너무 많네요  
4,2019-03-09,관람객나이키 광고 보는 줄 알았네. 지루하다.  
1,2019-03-09,흠..지금..무슨 말이 더 필요할까요..  
1,2019-03-09,별룬뎅? 내스타일아님  
1,2019-03-09,이건아니다....ㅠ  
1,2019-03-09,와 이런 OOO기 마블 영화는 첨봄ㅠㅠ 졸립고 각성도 삼류 닭벼슬은 진짜 ㅡㅡ 넘 성급하게 만들었슴 짝퉁영화같음 진짜 실망  
2,2019-03-09,아쿠아맨 반도 못따라감  
1,2019-03-09,잠들뻔했음 지루해서 자막읽기도 귀찬을지견  
1,2019-03-09,"페미고 나발이고 관심없음. 솔직히 마블영화중에  제일재미없는건 사실이잖아?? 모든 마블영화중 ,유일하게 못만들었다고 생각하는 영화. 거의 토르 1편보다 재미없음  "
1,2019-03-09,이런것도 영화라고 만들었냐?  
1,2019-03-09,진짜 OOO기.. 내용도 형편없고 빌런은 이렇게 허접한 빌런은 처음본다.. 마블도 이제 운이 다했나 보다.. 이렇게 재미없는 마블영화는 처음 보는듯.. 달이 서서히 기우는구나..  
1,2019-03-09,mcu광이면 거르지 마세요 젊은 퓨리랑 콜슨을 볼 기회입니다 특히 진주인공 구스의 활약이 대단하죠 나머진 지루 그자체  
4,2019-03-09,관람객기대를안하고 봤어도 생각보다 좀 . . .아쉽군요. . . .  
2,2019-03-09,10점주면서 극찬하는 인간들 입에 돈물고 타자치지마라캡틴마블 쏙 빼고 닉퓨리만 나와도 어벤져스 내용 뒷받침 충분하다 ㅅㅂ 캡마CG팀도 작업하면서 느꼈을거다 이건 아니라고 ㅡㅡ  
2,2019-03-09,"마블치고 정말 지루했어요. 어느 장면에서 웃어야할지 모르겠고, 여주가 솔직히 너무 못난이라서 보는 맛이 안났어요. 퓨리와 구스가 캐리했네요.  "
1,2019-03-09,고인모독을 한 배우의 영화를 굳이 볼 필요는 없다  
10,2019-03-09,관람객마블에서 이렇게까지 영화를 만들 수 있을 줄 몰랐음! 여태껏 봤던 솔로 히어로 영화 중에서 가장 쎄고 납득이 가는 영화였다. 그냥 무조건 히어로니가 짱쎄! 이게 아니라 히어로+인간이니까. 인간이라서 포기하지 않고 다시 일어난다는 그 서사가 와닿았다.  
10,2019-03-08,관람객방금보고왔다  역시 네이버 평점은 믿을게되지않는다  배우 인성페미는 어쩔수 없지만 영화로만 따지면 최고였다 스토리도 완벽했고 브리라슨의 연기도 최고였다  액션도  감탄하면서 봤고 여성히어로인데 너무멋있음  그리고 제발 안보고 평점테러하지마라 양심있으면  
10,2019-03-08,졸라 잼씀 별점 테러 신경 ㄴㄴ  
10,2019-03-08,관람객페미 우려와는 달리 충분히 잘 봤습니다. 이걸보고나니  제집에는 고양이가 없어서 다행이란 생각이드네요. 있었으면 내 피규어들을 다 먹어치웠겠지요.  
10,2019-03-08,진짜 최고다 쓸데없는 노출을 하지 않았고 캡마 개쎄고 말도안되게 멋있음 이런 영화가 더 많아졌음 좋겠다 그리고 남자들 부들거리지 좀 말아라 여자가 당당하고 강하게 나왔다고 페미페미 거리면서 부들대는게 정상인지 생각 좀 해보길 바람 진짜 개찌질  
1,2019-03-08,기대하던 떡밥회수도 별로.. 쿠키도  별로.. 어벤져스 앤드때매 억지로봄  
1,2019-03-08,스포있음노골적 페미더군요 지구오자마자남성상징이라고 아놀드슈왈츠제넥거 얼굴박살내고후반에 쥬드로가 잘못했다고 연인사이애서 사과하는 남자표현하는 모습에 날려버린모습에남성혐오가 넘심한 영화였어요주연얼굴여자볼때마다ㅠ적응안되고  
1,2019-03-08,관람객은 죄다 1점 주는듯 나도 준다  
1,2019-03-08,마블시리즈중에서 제일 재미없음  
1,2019-03-08,여배우 생긴게 별로임.  
2,2019-03-08,"개봉전 문제됐던 페미요소는 중요하지 않았음. 단, 감독의 역량 부족이 여실히 드러나는 영화  "
10,2019-03-08,평점 안보고 영화봤는데 놀랐네... 전 진짜 재미있게 봤어요. 너무 재미있고 스릴있고 강추 저는 아이맥스로 또 볼거예요  
4,2019-03-08,걍 그동안 문제됐던 마블 단점만 모은 영화ㅇㅇ 토르1 하위호환  
1,2019-03-08,이것은 1점이 아니다. 0점을 주지 못한 1점이다.  
1,2019-03-08,믿고보는 마블 영화는 아니였음 중간에 살짝 졸음  
4,2019-03-08,마블 영화중 하품나오면서 지루한 영화는 처음이었음! 뻔한 스토리 뻔한 반전! 엔드게임 보기전에 그냥 스킵해도 될듯  
4,2019-03-08,관람객전 진짜 개인적으로 진짜 별로...재미없었어용ㅜㅜ액션신이 별로 없엇음ㅜㅜ  
2,2019-03-08,Feminist movie  
2,2019-03-08,잘뻔 왜점점 히어로물 파워레인저급으로만들지  
1,2019-03-08,0점을 못주네 이게 뭐야 마블영화에 뭔짓을 해논거야  
1,2019-03-08,페미영화 토렌트로 나오면 다운받아 볼게요 ㅋㅋ 스토리상 어쩔수 없이 보기는 봐야 할테니 깔깔깔 ㅋㅋ  
4,2019-03-08,너무 밋밋하고 평이했어요. 이렇게 긴장감없는 마블 영화는 처음  봤습니다. 괜히 쿠키 영상이 검색어에 오른게 아닌 것 같더군요. 그나마 닉퓨리의 과거가 나온 것에 위안을 갖게 되었습니다. ㅠ.ㅠ  
4,2019-03-08,캡틴마블이라는 케릭터는 멋있다.. 근데 이렇게 밖에 못살릴까 ;; 주드로까지 케스팅하며 이정도 밖에 안되다니.. 앤드겜 때문에 이걸 보지는 마세요!  
5,2019-03-08,이게 8점후반을 받을만한 영화가맞나?내가이상한가...?봤는데 딱히 페미요소같은건 보이지도 신경쓰이지도않았지만 마블역배우 연기력도 별로고내용은 평범하다못해 유치한수준이었다.가장 흥미로웠던건 쿠키영상.  
6,2019-03-08,캡틴마블이 어벤져스 엔드게임에 이렇게해서 등장하게됐다! 그게 끝.  
2,2019-03-08,그냥 눈꼴이 사나운 장면들이 많음  
1,2019-03-08,역대 최악의 마블영화다.. 페미든 뭐든 영화가 재미가 없어..  
1,2019-03-08,좌석 판매율 16% 놀랍네! 스크린 수 대폭 줄이고 빨리 간판 내려야 할 듯.  
1,2019-03-08,세상에 초딩용 영화인가... ㄱ유치하네.진짜  
1,2019-03-08,브리라슨 때문에 망한 영화. 나중에 OCN에서 보세요.  
2,2019-03-08,굳이 페미마블 안봐도 엔드게임 보는데 하등 지장없음  
10,2019-03-08,캡틴마블처럼 여성주연영화가 많이 나왔으면 좋겠어요  
10,2019-03-07,만점을 줄수밖에 없는 영화  
10,2019-03-07,마블 좋아하는 사람들은 재밋게 볼영화. 마블팬으로서 기대했고 재밋게 보았음. 10점짜리 영화는 아니지만 1점 테러가 너무 많아서 10점  
10,2019-03-07,첫날 둘째날 연속관람 했음. 액션씬 진짜 시원하고 멋짐 통쾌 짜릿 ㅋㅋ 날아다니는게 아이언맨 느낌이네요 ㅋㅋ  
10,2019-03-07,캡틴 마블 한 달에 한 번씩 시리즈 나왔으면....  
10,2019-03-07,하도 베댓들이 혹평이길래 얼마나 심한가 했는데 마블 영화답게 잘 만들었다 물론 어벤져스 급의 재미는 아니지만 소소한 재미도 있고 캡틴마블 캐릭터도 매력있고 좀 뭉클하기도 했고 쿠키영상이 최고였음  
10,2019-03-07,마블광팬으로 괜찮은데 평점 왜 이럼? 기대에 충분히 충족함  
1,2019-03-07,사실상 앤드게임 쿠키를 인질로 만든 영화  
1,2019-03-07,마블 영화치고 너무 지루했음 악당 임팩트도 없고 이야기만 늘어놓는 느낌  
4,2019-03-07,관람객근래 본 히어로물중 최악  
10,2019-03-07,최고의 영화!! 너무 재밌게 봤어요  
2,2019-03-07,아 이게 세계적인 꼴페미가 주연했다는 페미캡틴 입니까?  
1,2019-03-07,재미 없다. 캡틴 마블의 강함만 묘사할 뿐 등장해야하는 개연성도 없고 액션 신도 별로다.  
1,2019-03-07,처음으로 마블 영화를 극장에서 걸렀다 dvd세트 안산다. 이제 살일 없다. 내 안의 마블은 OOO. 팸뚱이들 많이 봐라. 보는 남자 ㅅㄲ는 버펄로다 오늘부로  
4,2019-03-07,굳이 돈주고 극장가서 안봐도 됩니다.  
5,2019-03-07,페미논란 다 제쳐두고봐도 재미없다 그냥 영화가 마블팬을 위한 이벤트성 영화수준. 캡틴마블 액션도 허공에 팔 휘젓는 느낌. 액션씬을 보면 캡마가 쎄다기보다 악당이 약하다는 느낌이 들 정도로 파워도 안느껴짐 그냥 딱 캡마 소개영상+캐릭터들 부가정보 정도  
1,2019-03-07,"이 영화 안보신분들 한마디로 요약해드릴께요 "" 멍청한 영화 ""  "
10,2019-03-07,"한 30분본줄알고 이제본격적으로 시작하겠구나 했는데 영화끝남..시간가는줄모르고봄 영화는영화로봐야지 주인공인성까지 하나하나따지면 세상에 볼영화가 얼마나줄어들까..어벤져스후편을위한예고편느낌은있지만 뻔한히어로물을 뻔하지않게 감동,반전요소도 있고 졸잼이였다!  "
10,2019-03-07,액션도 멋있었고 고양이가 귀엽네요  
1,2019-03-07,마블 최악의 영화! 엔드 게임으로 직행해도 됨  
4,2019-03-07,"관람객그냥 엔드게임때문에 엄청 급하게 찍은 영화같음,, 마블영화중 가장 재미없고 쿠기영상이 제일 재밋음 ㅇㅇ  "
